backend,experiment,exp_id,mean_input_tokens,mean_output_tokens,concurrency,model,finished_at,model_copies,model_copy_source,ttft_p50_s,ttft_p95_s,ttft_p99_s,ttft_mean_s,e2e_p50_s,e2e_p95_s,e2e_p99_s,e2e_mean_s,output_tokens_per_s,requests_per_s,num_completed_requests,num_requests_started,error_rate,num_errors,summary_path,gpu_util_mean,gpu_mem_used_mb_mean,gpu_power_w_mean,cpu_pct_mean,ram_pct_mean
ecs,concurrency,concurrency_c32_in550_out150,550,150,32,Qwen/Qwen2.5-7B-Instruct,1785117115.2455978,,,0.5917278340002667,0.7556740975490356,0.7701598449096309,0.6095398917199418,6.28432308399988,6.493811824850127,6.532516422259887,6.302288229200058,444.72687771643393,2.4872867881232326,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/concurrency_c32_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
ecs,concurrency,concurrency_c4_in550_out150,550,150,4,Qwen/Qwen2.5-7B-Instruct,1785117002.593743,,,0.2559217499992883,0.44789164389976577,0.4479907529103184,0.2692517567599134,5.445976042000439,5.576247668749784,5.592915106080891,5.447086955900049,116.97801238738694,0.654166269921636,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/concurrency_c4_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
ecs,concurrency,concurrency_c64_in550_out150,550,150,64,Qwen/Qwen2.5-7B-Instruct,1785117138.510412,,,0.6173011874998338,0.7468436579999433,0.7785765533191442,0.6090222257600181,7.096843583500231,7.366797906250303,7.426073649659156,7.048433075859939,506.5961718477891,2.8387099173360366,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/concurrency_c64_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
ecs,concurrency,concurrency_c8_in550_out150,550,150,8,Qwen/Qwen2.5-7B-Instruct,1785117053.6756768,,,0.5232399374999659,0.7584098453506158,0.7593182650005292,0.4965978433399505,5.8024299165008415,5.948189791599816,5.948613164421113,5.769072314140139,197.6163806163076,1.1052370280554116,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/concurrency_c8_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
selfhost,concurrency,concurrency_c16_in550_out150,550,150,16,Qwen/Qwen2.5-7B-Instruct,1785116444.218644,,,0.13501689600070677,3.2163141899503898,3.2324985714204013,0.7755258108201087,3.2937673755004653,6.463012780949794,6.510610494329885,3.9420742216198414,518.3594025266466,2.8978052466829527,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/concurrency_c16_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
selfhost,concurrency,concurrency_c1_in550_out150,550,150,1,Qwen/Qwen2.5-7B-Instruct,1785116250.571126,,,0.17228827150029247,0.4062444890995719,0.47328391841016115,0.19314216078015306,3.1575913959995887,3.3801307828496645,3.427175220910467,3.190433964160038,55.81040638760156,0.3122435178896809,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/concurrency_c1_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
selfhost,concurrency,concurrency_c2_in550_out150,550,150,2,Qwen/Qwen2.5-7B-Instruct,1785116338.879151,,,0.10254745849942992,0.2021367959001509,0.2664823548305137,0.12990961915988009,3.161204270500093,3.3286765475507307,3.353251047590529,3.1763250216399683,108.00196760343842,0.6037002101925009,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/concurrency_c2_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
selfhost,concurrency,concurrency_c32_in550_out150,550,150,32,Qwen/Qwen2.5-7B-Instruct,1785116470.493618,,,1.8638156665001588,4.162141457850065,5.561693517330496,1.810256198300085,5.041769687500164,7.318466249700849,8.721684118489447,4.970378955800043,427.71045741708707,2.396405521162523,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/concurrency_c32_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
selfhost,concurrency,concurrency_c4_in550_out150,550,150,4,Qwen/Qwen2.5-7B-Instruct,1785116389.625607,,,0.10157018799964135,0.2087375562497982,0.2244725119209215,0.12682651255992825,3.1671202084999095,3.5234579830000254,3.5846312216605476,3.2159322749399144,197.5391760080687,1.1050524502577126,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/concurrency_c4_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
selfhost,concurrency,concurrency_c64_in550_out150,550,150,64,Qwen/Qwen2.5-7B-Instruct,1785116505.4207501,,,2.4361393755007157,4.835543966850037,6.497040343580447,2.2844826566201664,5.540414937499918,7.99458529200083,9.65660627258927,5.447846660900141,303.55510426459784,1.6958385713106026,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/concurrency_c64_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
selfhost,concurrency,concurrency_c8_in550_out150,550,150,8,Qwen/Qwen2.5-7B-Instruct,1785116421.455275,,,0.1289529579998998,0.2843967708001401,0.3797189806714774,0.1635917241601055,3.2591647079989343,3.422575510050956,3.4631159998301153,3.258304865020109,338.36128179277466,1.8898641744457925,50,50,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/concurrency_c8_in550_out150/Qwen-Qwen2-5-7B-Instruct_550_150_summary.json,,,,,
bedrock,output_length,output_length_c1_in512_out1024,512,1024,1,Qwen/Qwen2.5-7B-Instruct,1785120737.55296,,,0.2925536460006697,0.5112819626503551,0.5186529812492882,0.32179919170024124,4.717171520500415,5.346827259751444,5.409000962958962,4.343862981800339,88.21346876458615,0.22916557524572087,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/bedrock/output_length_c1_in512_out1024/Qwen-Qwen2-5-7B-Instruct_512_1024_summary.json,,,,,
bedrock,output_length,output_length_c1_in512_out128,512,128,1,Qwen/Qwen2.5-7B-Instruct,1785120366.954766,,,0.2962384585007385,0.5118357749995989,2.3101141325009324,0.40172149733298285,1.8563749790009751,1.9750591151003392,3.6614477157901657,1.942206262466425,77.86829757300899,0.5098317169773613,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/bedrock/output_length_c1_in512_out128/Qwen-Qwen2-5-7B-Instruct_512_128_summary.json,,,,,
bedrock,output_length,output_length_c1_in512_out256,512,256,1,Qwen/Qwen2.5-7B-Instruct,1785120455.1990788,,,0.3489383124997403,0.6953241167013401,0.7550707794991832,0.3882166153668853,2.611405792000369,3.6034022525993348,3.7828230227501263,2.7275159001669333,83.39804699267988,0.36407762074802047,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/bedrock/output_length_c1_in512_out256/Qwen-Qwen2-5-7B-Instruct_512_256_summary.json,,,,,
bedrock,output_length,output_length_c1_in512_out512,512,512,1,Qwen/Qwen2.5-7B-Instruct,1785120600.824955,,,0.32502006200229516,0.5512639786513317,0.6592432467124674,0.34491920973329493,4.819146833999184,5.450263618448662,5.577754803932112,4.634082486033246,88.46076404666968,0.2148844470769304,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/bedrock/output_length_c1_in512_out512/Qwen-Qwen2-5-7B-Instruct_512_512_summary.json,,,,,
ecs,output_length,output_length_c1_in512_out1024,512,1024,1,Qwen/Qwen2.5-7B-Instruct,1785120302.128879,,,0.24183656299828726,0.435811370652118,0.5103654453222771,0.2696828125335742,12.358091833501021,14.028995818899057,14.205574655361707,11.807960172133244,34.04634899874258,0.08454519244783358,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/output_length_c1_in512_out1024/Qwen-Qwen2-5-7B-Instruct_512_1024_summary.json,,,,,
ecs,output_length,output_length_c1_in512_out128,512,128,1,Qwen/Qwen2.5-7B-Instruct,1785119360.1627011,,,0.18929443750130304,0.28100087934944895,0.2870129062900014,0.19834781666680404,4.456723499501095,4.589500547249827,4.612440548140985,4.462813377600105,34.08244201755289,0.22314999138511277,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/output_length_c1_in512_out128/Qwen-Qwen2-5-7B-Instruct_512_128_summary.json,,,,,
ecs,output_length,output_length_c1_in512_out256,512,256,1,Qwen/Qwen2.5-7B-Instruct,1785119569.3987331,,,0.23255341649928596,0.38204770830097906,0.49690209889102344,0.2703961000002285,6.5240582084989,8.924400691850497,8.95224330200026,6.7547353333335804,33.727778737898,0.14762669421315142,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/output_length_c1_in512_out256/Qwen-Qwen2-5-7B-Instruct_512_256_summary.json,,,,,
ecs,output_length,output_length_c1_in512_out512,512,512,1,Qwen/Qwen2.5-7B-Instruct,1785119941.337763,,,0.2696906460005266,0.4300078462001691,0.4786946066804376,0.2927872485330833,12.917174582998996,14.228446143899964,14.29926158750146,12.183748219366558,33.99557963085771,0.08194997098639865,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/output_length_c1_in512_out512/Qwen-Qwen2-5-7B-Instruct_512_512_summary.json,,,,,
selfhost,output_length,output_length_c1_in512_out1024,512,1024,1,Qwen/Qwen2.5-7B-Instruct,1785119219.875808,,,0.18095050050033024,0.303117797950199,0.3171858080703896,0.19624179446661097,7.482432104499821,8.36055988094904,8.413021034639495,7.0170033832665775,56.50824769301178,0.14212335938886264,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/output_length_c1_in512_out1024/Qwen-Qwen2-5-7B-Instruct_512_1024_summary.json,,,,,
selfhost,output_length,output_length_c1_in512_out128,512,128,1,Qwen/Qwen2.5-7B-Instruct,1785118644.3862221,,,0.12923866649998672,0.23207776874969566,0.24553068125011124,0.13739545559989588,2.6656661254992287,2.8260994042003404,2.8612833336092445,2.6823276429999168,56.72342260036799,0.3703379059871686,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/output_length_c1_in512_out128/Qwen-Qwen2-5-7B-Instruct_512_128_summary.json,,,,,
selfhost,output_length,output_length_c1_in512_out256,512,256,1,Qwen/Qwen2.5-7B-Instruct,1785118777.07728,,,0.18897047900009056,0.34934976440017634,0.4719675319294221,0.21166087076659704,4.459826708000037,5.402045777449257,5.558480704360391,4.231629869366588,55.65553499687971,0.23529679395524117,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/output_length_c1_in512_out256/Qwen-Qwen2-5-7B-Instruct_512_256_summary.json,,,,,
selfhost,output_length,output_length_c1_in512_out512,512,512,1,Qwen/Qwen2.5-7B-Instruct,1785119002.839817,,,0.21783597949979594,0.4483068607493801,0.6747559912896397,0.24920959726647804,7.714446250000037,8.815577062799639,10.031369387860561,7.320790501399945,56.24500705055658,0.13625243956045682,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/output_length_c1_in512_out512/Qwen-Qwen2-5-7B-Instruct_512_512_summary.json,,,,,
bedrock,prompt_length,prompt_length_c1_in1024_out128,1024,128,1,Qwen/Qwen2.5-7B-Instruct,1785118429.260211,,,0.28734552150035597,0.4450259338500472,0.607742956679722,0.31337708759983796,1.8614346249996743,1.9870582666996597,2.044584940930272,1.8544447361999725,80.57375190149348,0.533836695460425,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/bedrock/prompt_length_c1_in1024_out128/Qwen-Qwen2-5-7B-Instruct_1024_128_summary.json,,,,,
bedrock,prompt_length,prompt_length_c1_in2048_out128,2048,128,1,Qwen/Qwen2.5-7B-Instruct,1785118492.3405619,,,0.3466704380007286,0.5217942794993177,0.5718855084286406,0.37149544589986666,1.8911575209995135,2.0685317480998493,2.082275448609689,1.8815413625997583,77.99527449835733,0.5261655576682528,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/bedrock/prompt_length_c1_in2048_out128/Qwen-Qwen2-5-7B-Instruct_2048_128_summary.json,,,,,
bedrock,prompt_length,prompt_length_c1_in4096_out128,4096,128,1,Qwen/Qwen2.5-7B-Instruct,1785118557.627412,,,0.4218109999992521,0.7475579534996539,0.7857635054587627,0.4703895541999979,1.949246208500881,2.1175344418494206,2.214071973429309,1.954071791800076,75.83811843415094,0.506826365120189,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/bedrock/prompt_length_c1_in4096_out128/Qwen-Qwen2-5-7B-Instruct_4096_128_summary.json,,,,,
bedrock,prompt_length,prompt_length_c1_in512_out128,512,128,1,Qwen/Qwen2.5-7B-Instruct,1785118367.070486,,,0.29396714599988627,0.5287432038000588,2.2573002968903007,0.4075350319002003,1.8623567294998793,2.0074871523002003,3.7242330640007477,1.960147902866811,77.17728027603876,0.5053073784987261,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/bedrock/prompt_length_c1_in512_out128/Qwen-Qwen2-5-7B-Instruct_512_128_summary.json,,,,,
ecs,prompt_length,prompt_length_c1_in1024_out128,1024,128,1,Qwen/Qwen2.5-7B-Instruct,1785118003.937784,,,0.2677650835003078,0.4466607707990986,0.5144648313899416,0.3039268361666473,4.573495812499459,4.714624895899851,4.721421834180619,4.565724279199822,32.95726199073022,0.21816369367208882,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/prompt_length_c1_in1024_out128/Qwen-Qwen2-5-7B-Instruct_1024_128_summary.json,,,,,
ecs,prompt_length,prompt_length_c1_in2048_out128,2048,128,1,Qwen/Qwen2.5-7B-Instruct,1785118147.6575592,,,0.3451143750007759,0.5809396209499936,0.6107888890710274,0.39608366936687767,4.713014875001136,4.787427002049571,4.847522895679813,4.576858305533521,32.42654491389266,0.21762781821404473,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/prompt_length_c1_in2048_out128/Qwen-Qwen2-5-7B-Instruct_2048_128_summary.json,,,,,
ecs,prompt_length,prompt_length_c1_in4096_out128,4096,128,1,Qwen/Qwen2.5-7B-Instruct,1785118301.930656,,,0.5733258544996716,0.9633369437507098,0.992909391250887,0.6486606097332697,4.978141583000252,5.295653810449403,5.331108073610285,4.918646324966782,30.30288615848805,0.20255939945513404,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/prompt_length_c1_in4096_out128/Qwen-Qwen2-5-7B-Instruct_4096_128_summary.json,,,,,
ecs,prompt_length,prompt_length_c1_in512_out128,512,128,1,Qwen/Qwen2.5-7B-Instruct,1785117860.493542,,,0.2919742085005055,0.43188298344912257,0.4925864215691036,0.31312215686636286,4.558011895999698,4.720606322950426,4.738408087179741,4.591908413933379,33.09512432104445,0.21692237920719543,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/ecs/prompt_length_c1_in512_out128/Qwen-Qwen2-5-7B-Instruct_512_128_summary.json,,,,,
selfhost,prompt_length,prompt_length_c1_in1024_out128,1024,128,1,Qwen/Qwen2.5-7B-Instruct,1785117617.8012779,,,0.2529469794999386,0.44062181029939895,0.5224814075389987,0.28261057080010993,2.8235944375001054,3.087146620799194,3.1394837326406195,2.8129427861667864,53.40789487747893,0.3531489632630302,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/prompt_length_c1_in1024_out128/Qwen-Qwen2-5-7B-Instruct_1024_128_summary.json,,,,,
selfhost,prompt_length,prompt_length_c1_in2048_out128,2048,128,1,Qwen/Qwen2.5-7B-Instruct,1785117709.7785,,,0.33571050000045943,0.523955810050029,0.5399236815303448,0.36124430553360676,2.9244683960005204,3.0853591439001318,3.109655886069031,2.8612376375667736,51.755583852233364,0.3472752215537913,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/prompt_length_c1_in2048_out128/Qwen-Qwen2-5-7B-Instruct_2048_128_summary.json,,,,,
selfhost,prompt_length,prompt_length_c1_in512_out128,512,128,1,Qwen/Qwen2.5-7B-Instruct,1785117527.287692,,,0.20669652100059466,0.3201877022999724,0.4077329568598544,0.22249756243351537,2.7698417500005235,2.877603195650772,3.0490023590697457,2.7713945680000203,54.767983747216064,0.3584292130053407,30,30,0.0,0,/Users/h/Desktop/work/model-serving/qwen-deployment-eval/results/raw/selfhost/prompt_length_c1_in512_out128/Qwen-Qwen2-5-7B-Instruct_512_128_summary.json,,,,,
